name,version,licenseType,sourceLink,description,tags
consul-migrate,678fb10,MPL v2.0,https://github.com/hashicorp/consul-migrate/archive/678fb10cdeae25ab309e99e655148f0bf65f9710.tar.gz,consul-migrate is a Go package and CLI utility to perform a very specific data migration for Consul servers nodes. Between Consul versions 0.5.0 and 0.5.1  the backend for storing Raft data was changed from LMDB to BoltDB. To support seamless upgrades  this library is embedded in Consul version 0.5.1 to perform the upgrade automatically.,"consul,migration"
Cookbook-chef_handler,1.2.0,Apache v2,https://supermarket.chef.io/cookbooks/chef_handler,Distribute and enable Chef Exception and Report handlers ,"chef,ci-cd,reporting"
Cookbook-zookeeper-bridge,0.2.0,Apache v2, https://supermarket.chef.io/cookbooks/zookeeper_bridge,Chef zookeeper_bridge cookbook  used to help integrating the Chef Run with ZooKeeper.,"chef,ci-cd,cookbook"
Cookie,0.2.0,MIT,https://github.com/jshttp/cookie,cookie is a basic cookie parser and serializer for HTTP servers.,"cookie,parser"
cookie-parser (node),1.4.1,MIT,https://github.com/expressjs/cookie-parser,cookie parsing middleware for node.js,"cookie,parser,nodejs"
cordova-android,4.1.1,Apache v2,https://github.com/apache/cordova-android/tree/4.1.1 ,Cordova Android is an Android application library that allows for Cordova-based projects to be built for the Android Platform. Cordova based applications are  at the core  applications written with web technology: HTML  CSS and JavaScript.,"android,ui"
cordova-ios,3.9.1,Apache v2,https://github.com/apache/cordova-ios/tree/3.9.1 ,Cordova iOS is an iOS application library that allows for Cordova-based projects to be built for the iOS Platform. Cordova based applications are  at the core  applications written with web technology: HTML  CSS and JavaScript.,"ios,ui"
cordova-plugin-crosswalk-webview,1.2.0,Apache v2,https://github.com/crosswalk-project/cordova-plugin-crosswalk-webview/tree/1.2.0,Makes your Cordova application use the Crosswalk WebView instead of the System WebView. Requires cordova-android 4.0 or greater.,"android,ui"
cordova-plugin-whitelist,r1.1.0,Apache v2,https://github.com/apache/cordova-plugin-whitelist/tree/r1.1.0,This plugin implements a whitelist policy for navigating the application webview on Cordova 4.0,"android,ui"
COSTouchVisualizer,1.0.6,MIT,https://github.com/conopsys/COSTouchVisualizer ,Visualize touches  gestures and long presses on your iPhone or iPad .Using COSTouchVisualizer is possible with Swift. Inside your AppDelegate  redefine your window and declare a visualizer window with storyboards. ,"ios,gestures"
co-views,0.3.0,MIT,https://github.com/tj/co-views/tree/0.3.0,Higher-level template rendering for node.js using generators ,"ui,views,nodejs"
cpgadget.js,1,Apache v2,https://www.google.com/cloudprint/client/cpgadget.js,Google Cloud Print (GCP) allows us to print from any Google Cloud Print-enabled app on any Chromebook  computer  or smart phone. The Google Cloud Print service routes print jobs between apps and cloud-connected printers over the web. Google Cloud Print enables users to easily discover and print to printers nearby or around the world without the need for complex setup and driver installation. Google Cloud Print is also the technology that powers printing from Chromebooks.,"print,google"
crc32ex,0.1.1,Apache v2,http://central.maven.org/maven2/com/github/tjake/crc32ex/0.1.1/crc32ex-0.1.1.jar,This library gives you a factory that  depending on your JVM version  will provide different implemetations on CRC32. ,"crc32,java"
crypto (GoLang),c8b9e63,BSD + Google Patents file,https://go.googlesource.com/crypto/+archive/c8b9e6388ef638d5a8a9d865c634befdc46a6784.tar.gz,Set of Go supplementary cryptography libraries,"crypto,go"
Crypt-SSLeay,0.73_04,Artistic v2,https://github.com/nanis/Crypt-SSLeay,This Perl module provides support for the HTTPS protocol under LWP  to allow an LWP::UserAgent object to perform GET  HEAD and POST requests. Please see LWP for more information on POST requests.  The Crypt::SSLeay package provides Net::SSL  which is loaded by LWP::Protocol::https for https requests and provides the necessary SSL glue.',"crpto,security"
csextends,1.2.0,MIT,https://github.com/bevry/csextends/tree/v1.2.0,Use the Coffee-Script extends keyword outside of Coffee-Script. Useful for easily extending existing existing classes  e.g.  require('csextends')(klass  extensions)   and for providing your module consumers with an easy way to extend your classes  i.e.  Backbone.Model.extend(extensions) ,"nodejs,inheritance,classes"
csvtojson(node),0.5.1,MIT,https://github.com/Keyang/node-csvtojson,Blazing fast and Comprehensive CSV Parser for Node.JS / Browser / Command Line.,"csv,csvtojson"
CTAssetsPickerController,3.1.1,MIT,https://github.com/chiunam/CTAssetsPickerController, iOS control that allows picking multiple photos and videos from user's photo library,"ios,photo"
CXF,3.1.2,Apache v2,http://archive.apache.org/dist/cxf/3.1.2/,Apache CX  is an open source services framework. CXF helps you build and develop services using frontend programming APIs  like JAX-WS and JAX-RS. These services can speak a variety of protocols such as SOAP  XML/HTTP  RESTful HTTP  or CORBA and work over a variety of transports such as HTTP  JMS or JBI.,"transport,rest,soap"
D3,5.1.0,BSD,https://github.com/d3/d3,D3 (or D3.js) is a JavaScript library for visualizing data using web standards. D3 helps you bring data to life using SVG  Canvas and HTML. D3 combines powerful visualization and interaction techniques with a data-driven approach to DOM manipulation  giving you the full capabilities of modern browsers and the freedom to design the right visual interface for your data.,"ui,js"
d3-gauge,0.2.0,MIT,http://thlorenz.github.io/d3-gauge ,Gauge visualization built on top of d3. ,ui
d3-queue,1.0.7,BSD,https://github.com/d3/d3-queue,Evaluate asynchronous tasks with configurable concurrency. ,"async,messaging"
Dagger,v2,Apache v2,https://google.github.io/dagger/,Dagger is a fully static  compile-time dependency injection framework for both Java and Android. It is an adaptation of an earlier version created by Square and now maintained by Google.,"java,android,framework"
datadog-go,bc97e07,MIT,source URL:https://github.com/DataDog/datadog-go/archive/bc97e0770ad4edae1c9dc14beb40b79b2dde32f8.tar.gz,datadog-go is a library that provides a dogstatsd client in Golang.,"go,client,library"
DataStax Node.js Driver for Apache Cassandra,2.2.2,Apache v2,https://github.com/datastax/nodejs-driver,This is a modern  feature-rich and highly tunable Node.js client library for Apache Cassandra (1.2+) and DataStax Enterprise (3.1+) using exclusively Cassandra's binary protocol and Cassandra Query Language v3.,"nodejs,driver,nosql"
dbidi,0.3.0,BSD,https://github.com/ibm-js/dbidi,Bidi utilities for JavaScript/AMD/Dojo Applications.Implementation of Unicode Bidi Algorithm : visual-to-logical  logical-to-visual transformations of the text,"dojo,utility"
d-calendar,1.5.0,MIT,https://github.com/subpopular/d-calendar/,A datepicker web component built with Polymer and based on Google's Material Design spec. ,"ui,chronology"
dcl,1.1.0,BSD,https://github.com/uhop/dcl,Package for node.js and modern browsers that implements OOP with mixins + AOP at both class and object level. ,"oops,js,nodejs"
decor,0.6.0,BSD,https://github.com/ibm-js/decor,Utility classes and functions used by ibm-js. Non-widget  non-UI related functionality.,"js,utility"
Dedent,0.6.0,MIT,https://registry.npmjs.org/dedent/-/dedent-0.6.0.tgz,In Stats silent install  an ES6 string tag that strips indentation from multi-line strings,"js,es6"
Dgrid,0.4.0,BSD,https://github.com/SitePen/dgrid/,A lightweight  mobile-ready  data-driven  modular grid widget designed for use with dstore ,"ui,dojo,js"
diagrams.js,1.1.0,MIT,https://github.com/bpmn-io/diagram-js/tree/v1.1.0,A toolbox for displaying and modifying diagrams on the web.,"js,svg"
diffmark,0.1,Artistic v2,https://github.com/vbar/diffmark package acquired from EPEL https://dl.fedoraproject.org/pub/epel/7/x86_64/d/diffmark-0.10-5.el7.x86_64.rpm,diffmark is an XML diff and merge package. It consists of a shared C++ library  libdiffmark   plus two programs wrapping the library into a command-line interface,"xml,compare"
dkron,0.7.1,LGPL v3,https://github.com/victorcoder/dkron/releases,Dkron is a system service that runs scheduled jobs at given intervals or times  just like the cron unix service but distributed in several machines in a cluster.,cron
dns,3d66e37,BSD,Download location - https://github.com/miekg/dns/archive/3d66e3747d22a77b24b119eb66e9d574ed99f86c.tar.gz,Complete and usable DNS library in Go (Golang).,"dns,go,library"
dns,adeb323,BSD,https://github.com/miekg/dns/archive/adeb323cbc8e73c87181c5ac9d393d66bbc4e165.tar.gz,Complete and usable DNS library in Go (Golang).,"dns,go,library"
DNSJava,2.0.8,BSD,http://www.dnsjava.org/download/,dnsjava is an implementation of DNS in Java. It supports all defined record types (including the DNSSEC types)  and unknown types. It can be used for queries  zone transfers  and dynamic updates. It includes a cache which can be used by clients  and a minimal implementation of a server. It supports TSIG authenticated messages  partial DNSSEC verification  and EDNS0.,"dns,java,library"
doT.js,1.0.3,MIT,https://github.com/olado/doT,Created in search of the fastest and concise JavaScript templating function with emphasis on performance under V8 and nodejs. It shows great performance for both nodejs and browsers.,"nodejs,js"
Dozer,5.1,Apache v2,http://sourceforge.net/projects/dozer/files/dozer/5.1/,Dozer is a Java Bean to Java Bean mapper. Typically  these Java Beans will be of different complex types. Dozer supports simple property mapping  complex type mapping  bi-directional mapping  as well as recursive mapping. ,"object,mapping"
dputiutil,0.1.1,MIT,https://github.com/dnpp73/DPUTIUtil,Convert MIMEType <-> UTI <-> pathExtension.Utility for manipulating iOS objects,"utility,ios"
draft-js,0.9.1,BSD + FB Patents file,https://github.com/facebook/draft-js/releases,A React framework for building text editors. ,"js,ui,framework"
DRBD,8.4.4,GPL v2,http://oss.linbit.com/drbd/,DRBD mirrors the data of a highly available service from the active node of the HA cluster to the standby node of the HA cluster. DRBD provides block devices designed as a building block to form high availability (HA) clusters. This is done by mirroring a whole block device via an assigned network. DRBD can be understood as network based raid-1.,"cluster,ha"
dropwizard-graphql,1.2.3-2,Apache v2,https://github.com/smoketurner/dropwizard-graphql/tree/v1.2.3-2,Dropwizard GraphQL Bundle,"java,graphql"
Dropwizard-swagger,1.2.3-2,Apache v2,https://github.com/smoketurner/dropwizard-swagger/tree/v1.2.3-2,a Dropwizard bundle that serves Swagger UI static content and loads Swagger endpoints.,"java,swagger,dropwizard"
dstore,1.1.0,BSD,https://github.com/SitePen/dstore,The dstore package is a data infrastructure framework  providing the tools for modelling and interacting with data collections and objects,"js,dojo,data-model,framework"
DTTJailBreakDetection,0.4.0,MIT,https://github.com/thii/DTTJailbreakDetection,A library to detect if an iOS device is jailbroken or not.,"ios,security"
